17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17 55,6,8,42,49,15,95,65,57,0,70,31,74,38,63,59,7,81,53,88 10,74,75,98,58,45,9,55,62,35,96,43,6,61,32,49,37,0,8,18 66,75,62,83,6,55,47,57,98,3,61,53,26,40,44,8,10,9,1,54 10,66,51,83,36,9,77,55,82,92,91,29,62,47,19,25,2,41,3,27
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76 36,92,2,66,83,47,80,54,41,91,72,29,44,89,5,57,37,77,70,73 42,48,49,41,23,35,6,52,76,91,88,0,34,44,79,71,73,72,65,80 77,47,56,90,49,92,12,55,83,98,27,23,37,80,4,72,39,42,35,41 76,49,90,48,36,77,37,72,15,85,50,22,34,14,23,42,68,54,12,74
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7 10,36,46,72,34,55,73,89,9,59,91,51,38,42,90,14,56,92,23,19 89,59,3,17,10,97,92,46,19,8,36,69,63,47,9,64,66,38,84,54 51,10,73,3,48,65,82,9,34,66,84,77,69,92,37,89,64,17,36,6 55,82,83,34,73,51,61,42,2,44,3,98,66,18,35,29,65,94,57,69
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47 90,76,49,12,77,73,15,3,37,34,6,42,65,80,50,85,70,60,8,69 55,6,61,74,12,79,42,54,15,38,50,70,49,87,57,77,98,36,92,24 49,48,42,3,85,65,47,6,12,0,90,70,92,52,77,30,19,57,59,79 36,34,68,91,47,20,6,94,14,51,0,56,59,44,92,90,3,27,5,9
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97 6,38,7,98,3,15,57,87,47,54,65,83,19,71,49,79,0,36,74,59 3,65,36,7,87,19,8,0,6,57,47,83,59,53,89,28,56,33,68,12 55,15,83,36,42,8,61,89,14,33,6,47,77,46,54,82,34,19,44,37 55,89,57,61,94,24,65,83,54,15,73,26,86,36,82,77,85,46,42,4
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74 65,59,56,57,8,34,61,13,7,73,15,38,5,49,63,4,19,72,36,85 56,34,36,20,70,97,65,8,72,9,74,1,59,17,77,48,10,7,55,69 65,46,55,8,19,34,83,61,24,73,10,14,62,35,27,37,94,42,47,59 7,46,57,19,4,91,47,9,89,10,83,45,58,31,55,93,53,84,61,0
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16 49,80,57,6,3,71,83,98,87,18,9,79,44,90,68,0,17,52,50,96 57,90,49,68,79,42,72,89,61,54,80,56,77,12,78,44,24,94,55,87 12,56,3,38,8,92,0,42,89,68,28,36,49,59,57,88,63,77,79,9 79,15,85,42,89,31,52,98,55,41,86,61,50,63,95,47,57,35,80,24
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55 57,89,0,44,2,61,5,34,47,7,4,84,68,72,98,55,96,78,32,52 44,78,57,79,35,42,9,31,49,92,94,24,89,91,29,54,17,52,23,72 10,76,57,44,5,9,73,42,91,69,88,97,26,78,52,38,25,17,51,72 79,71,11,10,91,9,15,52,42,26,47,5,76,38,51,59,73,19,32,70
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82 10,97,90,50,95,45,72,3,16,49,74,48,37,43,25,32,91,19,57,89 3,57,76,83,34,65,74,6,96,48,80,68,78,88,50,44,8,0,37,32 3,55,57,16,66,2,77,58,74,25,43,0,49,6,37,1,68,28,45,18 56,65,3,6,57,32,15,49,58,70,0,8,38,84,83,36,2,21,55,28
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63 47,79,94,65,50,61,98,83,87,42,37,15,59,9,6,19,27,24,95,12 55,29,73,8,36,65,32,98,37,44,91,41,30,88,0,51,24,3,57,89 57,66,43,10,59,36,97,40,55,8,48,92,72,88,38,80,37,65,91,41 65,90,66,10,37,82,29,64,17,19,59,85,35,51,75,48,92,80,73,8
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35 55,56,65,67,47,77,84,68,34,78,46,85,70,36,79,64,3,29,23,24 76,57,82,51,66,8,3,65,25,38,48,4,64,63,12,42,84,37,73,15 79,38,32,56,59,89,51,71,15,4,7,91,6,57,47,0,66,43,33,26 55,34,77,89,3,19,42,24,68,46,97,38,65,33,61,92,10,8,4,86
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58 94,8,63,65,10,62,42,48,91,59,30,89,47,19,72,71,85,0,79,87 87,89,56,0,57,96,59,77,18,47,65,94,26,12,55,8,36,19,6,33 80,15,47,71,75,83,52,90,37,48,54,6,44,26,53,49,76,98,79,89 57,80,83,78,89,5,35,12,65,71,91,94,64,23,41,20,50,68,82,10
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97 0,57,6,15,7,87,49,38,56,47,95,79,65,77,53,83,70,98,54,94 55,65,61,8,1,6,13,7,98,47,27,77,85,46,87,83,42,70,18,57 42,13,45,1,0,87,98,77,55,35,91,83,56,49,61,85,97,62,6,39 48,56,77,45,4,97,16,12,3,10,43,22,19,7,6,79,34,91,9,13
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23 92,12,89,47,37,48,90,7,50,49,17,65,69,3,59,64,32,41,72,57 89,68,29,3,15,14,50,49,32,54,57,69,94,12,34,47,7,31,65,44 37,48,50,56,57,65,68,75,24,92,33,84,51,90,41,69,47,5,17,49 89,44,92,68,36,34,17,2,8,72,90,26,73,64,3,0,80,56,29,63
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38 61,66,7,80,31,72,15,87,89,51,16,36,4,97,5,65,56,82,77,6 56,15,51,44,80,6,7,42,65,61,38,54,31,41,39,79,37,71,72,4 56,65,15,51,61,41,79,42,28,4,49,46,80,94,73,31,39,48,59,38 97,61,80,31,15,44,71,39,92,34,40,7,62,91,38,54,64,90,51,65
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43 55,37,47,45,19,87,83,28,53,91,7,4,59,18,41,56,2,0,24,60 89,63,18,43,19,8,55,82,10,24,91,56,65,59,9,36,25,87,26,98 10,83,26,19,9,66,55,61,75,57,16,62,51,74,38,58,6,25,46,47 10,91,12,77,7,37,51,55,11,72,29,97,31,16,57,5,90,27,42,98
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88 98,91,49,29,57,77,35,5,2,72,89,97,0,85,37,79,50,75,53,15 8,42,77,10,19,51,97,91,38,72,49,34,85,9,62,36,44,21,65,82 42,59,7,72,97,19,10,16,36,12,94,8,61,38,44,66,47,6,65,22 65,6,94,12,48,42,37,61,55,56,66,7,27,28,80,59,0,23,16,47
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28 3,61,89,79,19,55,15,85,20,52,42,26,97,68,74,71,91,47,10,98 42,53,0,55,47,91,49,44,79,63,6,9,15,8,35,71,46,41,96,87 55,83,61,42,45,66,9,3,98,10,74,13,33,53,58,62,1,8,34,24 49,42,10,19,3,38,21,77,91,88,71,55,76,8,51,34,68,58,9,89
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48 44,3,25,74,90,18,32,57,4,98,80,91,2,29,75,55,12,26,47,71 61,89,68,14,55,42,34,24,74,57,79,50,3,83,11,80,9,47,31,90 90,57,24,50,12,65,47,26,92,89,37,3,48,10,71,73,34,77,49,42 10,55,59,92,35,77,91,46,24,70,47,43,9,65,89,90,42,66,19,18
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77 91,89,64,71,47,98,63,19,8,35,12,30,42,0,77,2,97,52,17,65 83,4,61,47,98,65,19,74,45,53,48,71,50,94,32,55,64,8,91,29 34,19,91,8,72,47,48,63,71,98,4,12,90,75,93,7,27,53,94,83 57,47,4,3,98,37,91,1,44,76,96,68,0,58,41,42,77,2,35,45
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15 91,36,83,6,80,41,56,55,57,89,87,74,88,72,96,73,54,18,37,45 41,56,47,12,50,79,76,80,24,75,71,59,46,72,23,37,90,96,74,77 6,48,57,37,65,34,83,41,73,94,50,29,10,47,5,79,9,45,49,23 54,76,42,79,57,41,10,49,73,80,60,19,29,71,50,37,44,23,34,5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4 14,61,50,90,65,45,31,42,55,48,6,16,83,34,12,57,20,4,94,49 61,42,57,7,98,65,24,15,55,90,79,84,44,4,31,47,48,13,76,53 65,10,29,9,44,76,71,73,17,15,34,8,61,19,90,97,57,30,46,72 90,42,44,8,0,77,73,13,52,72,71,7,46,53,97,48,55,25,61,64
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69 61,98,97,49,39,65,83,48,19,17,28,91,44,35,47,45,51,3,92,88 57,61,55,79,92,87,97,44,91,42,10,3,54,7,68,12,89,71,45,83 42,12,51,44,77,69,55,34,6,10,37,80,35,87,41,19,96,27,79,97 92,68,77,49,55,42,39,33,89,72,82,35,98,41,47,10,23,83,96,19
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 49,44,54,16,72,80,89,77,90,42,29,34,91,92,56,68,10,36,57,94 42,91,55,71,49,90,52,61,44,15,79,73,88,6,53,10,35,19,28,38 55,61,98,6,82,42,36,83,39,46,72,44,77,65,92,34,49,85,97,66 3,37,6,41,10,92,34,55,65,27,56,24,77,48,59,36,69,91,66,12
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63 47,83,55,53,15,19,73,24,61,13,45,94,46,57,27,74,29,87,42,69 79,49,89,80,15,57,72,43,71,8,85,10,35,63,52,59,50,95,40,77 57,68,49,89,82,55,83,50,33,79,31,47,25,37,98,63,84,61,3,54 49,31,3,1,77,12,87,68,94,57,34,83,55,16,92,72,97,96,47,42
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26 55,51,42,3,47,53,19,84,49,2,21,46,34,44,83,25,8,88,23,10 55,2,49,3,97,57,77,44,98,68,51,35,34,25,18,21,32,61,69,82 55,19,83,18,69,27,10,21,35,43,45,82,77,60,37,1,9,40,68,47 34,55,65,37,73,26,78,6,80,54,98,5,8,29,14,44,36,11,59,82
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44 55,57,19,94,29,61,89,82,36,83,65,34,91,77,26,63,10,15,98,64 57,72,12,90,16,5,54,87,56,77,24,91,65,94,44,78,68,92,31,34 56,42,41,48,63,59,47,51,87,4,12,65,6,39,27,91,94,86,37,92 56,49,77,12,97,59,39,51,3,42,92,79,47,9,38,46,8,48,53,44
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4 65,61,31,6,46,57,84,80,73,50,24,86,32,55,53,18,9,23,83,79 57,89,40,83,24,65,92,94,61,22,73,55,7,20,66,1,5,54,43,4 57,48,55,92,85,83,88,65,8,73,75,52,50,91,43,61,89,79,98,1 61,57,55,65,7,92,48,4,12,98,97,91,46,93,96,85,58,40,87,36
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45 42,19,9,55,12,91,39,37,69,1,38,59,10,83,80,77,43,97,31,57 63,48,79,9,73,19,59,50,86,76,10,93,42,45,66,54,89,12,75,34 36,54,6,48,80,83,3,92,73,70,65,50,85,34,57,77,90,26,29,88 42,6,66,87,36,7,0,73,12,92,54,89,84,41,4,44,61,51,83,57
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53 8,10,19,43,35,46,51,62,42,9,3,91,55,88,48,61,20,58,73,45 13,42,38,12,51,62,59,10,19,15,79,8,25,9,97,65,91,77,71,66 10,9,51,24,47,79,26,19,18,25,75,61,45,89,43,22,62,69,35,91 97,72,61,73,42,8,65,43,66,35,89,39,10,12,75,79,98,59,22,56
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77 19,47,64,65,8,63,97,3,94,71,92,88,46,89,96,9,91,76,90,61 4,66,59,47,63,30,10,64,15,95,86,19,65,48,79,37,9,12,75,82 65,83,98,29,24,61,10,9,18,49,72,46,73,44,85,71,35,6,57,55 9,10,47,31,46,95,63,44,11,53,43,71,90,29,19,32,69,72,80,4
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34 36,55,42,12,6,87,89,73,61,51,83,8,47,13,66,94,24,74,63,72 59,65,89,63,47,30,4,38,52,57,94,8,42,83,84,98,82,70,6,79 55,34,85,65,98,63,19,10,82,91,89,61,46,77,27,86,35,47,90,42 55,65,24,12,92,27,1,6,42,48,34,77,46,66,47,18,83,87,8,3
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74 73,61,84,42,51,24,65,2,15,46,3,55,10,48,47,64,38,27,9,30 4,48,47,16,61,57,65,7,15,19,66,53,6,50,9,31,42,83,37,94 65,13,48,42,70,15,61,52,56,12,77,9,73,6,30,59,62,8,94,90 65,94,42,48,77,70,6,15,1,52,57,8,10,49,56,92,36,85,27,19
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51 55,42,19,77,88,71,10,25,49,91,47,8,61,38,90,67,21,80,89,94 89,47,0,4,19,57,64,68,3,98,7,66,52,33,91,92,72,71,44,83 68,34,94,8,52,65,83,47,25,89,77,64,71,19,42,35,56,40,23,55 77,52,90,15,92,35,42,65,49,44,2,73,71,94,27,68,37,47,19,1
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13 55,49,89,68,34,77,35,36,21,82,19,10,3,8,85,46,92,9,47,39 66,3,53,18,91,55,96,82,61,34,44,65,10,47,24,92,62,83,90,6 37,47,89,3,26,17,84,25,75,57,64,29,78,32,19,2,98,33,0,35 84,3,42,49,47,98,24,94,75,53,18,79,32,57,71,44,10,65,22,30
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86 83,63,8,36,82,80,51,49,98,62,47,41,77,68,6,29,15,39,75,56 98,44,61,15,63,85,80,83,55,49,72,92,28,91,77,47,36,35,42,31 54,31,48,64,65,80,50,42,98,76,44,46,57,78,92,34,61,8,4,83 29,50,3,80,85,54,79,15,95,48,74,76,44,77,31,34,81,18,36,92
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78 79,57,74,32,10,70,14,65,38,5,61,15,50,83,47,71,11,31,19,29 57,5,12,34,76,69,7,10,80,9,44,98,79,3,15,27,31,37,71,77 49,42,76,98,31,90,77,12,44,97,57,55,0,21,47,79,15,84,23,32 68,34,82,49,83,90,29,60,27,73,3,98,37,47,44,89,39,55,33,6
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75 57,29,83,65,44,6,88,51,7,49,71,15,73,37,42,55,38,82,91,54 3,8,88,18,49,91,62,6,28,98,43,51,97,19,26,83,48,65,93,92 91,97,71,3,73,18,35,24,2,10,5,46,59,31,65,96,80,44,28,34 79,71,9,91,19,90,10,43,12,80,96,0,59,66,45,77,31,49,58,44
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97 57,56,15,49,6,0,87,45,65,55,83,28,53,77,47,7,98,1,38,70 65,34,46,55,83,7,91,77,10,27,6,45,8,18,36,57,1,98,73,87 91,35,57,42,96,1,77,9,10,83,61,45,97,5,51,87,55,39,44,6 91,56,79,80,53,57,71,37,77,67,49,50,16,12,5,0,47,31,41,19
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82 65,34,55,8,83,37,6,98,80,73,85,71,54,36,75,49,61,18,31,72 10,71,65,83,39,9,48,34,61,86,50,73,5,94,41,6,30,57,75,79 65,24,10,46,94,90,73,92,19,9,34,31,61,27,89,14,85,42,8,35 48,57,65,94,69,54,42,83,47,19,66,31,52,1,77,89,98,93,92,34
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83 10,14,37,98,34,42,48,57,76,22,9,51,19,8,97,3,65,45,6,20 57,83,10,45,9,44,35,61,42,73,34,51,19,65,80,78,41,29,48,55 57,29,85,10,44,73,34,36,5,37,91,78,19,48,80,77,89,90,50,17 24,10,14,34,11,55,65,42,19,73,8,44,63,9,59,90,46,51,86,41
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92 19,90,26,89,60,91,65,10,34,35,73,44,82,47,94,97,17,58,49,36 19,10,9,46,71,97,3,65,35,21,51,76,75,53,43,88,48,18,2,90 92,77,3,2,43,49,24,51,91,75,18,72,71,89,0,37,80,56,97,25 90,92,77,47,2,48,71,49,97,4,91,57,25,72,44,0,37,80,10,89
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68 57,56,47,32,65,29,13,4,50,23,30,1,64,12,44,63,45,37,94,98 55,61,14,10,57,42,37,24,65,50,12,46,19,9,35,34,85,8,82,59 19,35,13,51,65,42,8,9,36,73,48,59,46,24,1,27,47,52,20,92 3,8,88,69,10,19,35,46,65,48,71,92,17,73,32,80,64,30,51,82
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49 98,10,42,91,82,89,57,24,86,55,92,9,19,27,35,64,83,71,75,18 98,57,49,47,3,37,48,79,19,32,65,42,26,50,89,44,52,29,71,90 43,19,29,25,59,57,10,60,77,37,1,48,40,26,91,42,35,83,15,11 35,85,89,65,47,8,59,2,30,92,19,64,26,75,10,17,1,98,57,48
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71 39,42,68,69,57,83,34,9,55,49,82,56,77,86,45,17,1,64,27,76 76,12,77,91,47,19,71,63,64,98,35,34,89,42,92,80,97,8,96,49 57,3,47,89,96,7,12,36,49,2,0,4,32,48,91,74,55,76,88,71 91,74,47,87,89,8,25,15,92,56,72,83,12,63,36,62,14,53,96,4
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93 19,7,57,0,47,42,55,96,91,59,22,12,89,45,83,87,4,77,15,93 7,57,19,71,47,46,91,96,31,87,79,54,3,49,0,12,89,92,72,74 57,32,55,12,44,98,61,73,45,83,24,0,87,7,89,96,63,94,46,50 90,73,94,55,83,34,57,42,98,48,54,44,45,8,91,12,14,71,10,49
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 44,80,90,29,10,72,55,49,54,94,14,42,57,7,34,6,73,12,83,9 42,55,89,24,78,12,56,61,72,57,39,65,50,77,16,38,11,23,8,19 42,61,55,44,57,73,9,7,25,10,34,83,97,94,14,45,51,65,23,37 89,55,46,71,19,35,42,79,8,91,52,32,2,21,10,97,47,58,15,3
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76 83,2,80,57,73,0,31,44,71,19,94,96,79,54,46,89,47,87,32,36 34,31,44,80,54,71,46,94,51,56,7,83,23,0,73,37,72,91,77,92 94,83,54,34,80,16,72,71,31,69,6,42,66,10,73,23,12,79,57,14 91,42,89,22,56,49,68,19,38,7,71,72,51,73,64,17,8,28,53,15
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97 51,73,41,29,89,43,57,9,82,12,35,56,42,98,77,45,37,19,86,18 72,77,90,16,49,43,31,76,15,89,12,80,68,9,19,60,0,50,79,42 89,49,15,9,77,29,83,60,56,39,16,10,17,82,72,67,76,58,35,71 9,15,71,89,56,27,43,47,98,40,52,83,49,79,50,10,38,25,37,29
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29 44,80,91,90,34,98,45,72,64,97,14,0,71,74,10,53,12,18,7,94 63,8,57,34,37,10,44,73,42,4,69,54,22,48,94,47,6,91,19,93 90,44,34,42,4,10,76,47,55,69,94,6,3,26,98,64,30,71,19,91 10,91,57,45,19,55,48,97,12,42,79,61,50,9,3,73,83,89,69,90
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12 92,68,77,3,72,49,56,34,47,67,75,97,84,31,90,80,48,53,23,89 55,61,98,89,57,73,66,47,42,90,12,44,91,0,34,7,3,36,25,4 91,42,57,92,97,79,55,25,26,95,74,10,89,54,77,18,19,41,39,1 51,22,8,19,32,56,2,49,82,65,58,38,41,63,15,9,20,64,36,7
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16 37,69,18,45,53,27,77,44,80,41,0,51,71,91,17,9,39,73,47,75 55,42,91,19,77,47,61,46,25,21,53,45,74,39,16,35,71,51,3,89 57,49,55,65,37,7,56,22,8,4,47,74,3,61,33,68,29,15,63,50 74,57,83,61,65,87,47,55,45,36,56,70,7,46,9,1,6,48,50,8
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97 6,56,70,49,57,65,38,7,41,15,0,79,88,59,53,47,87,27,77,55 6,55,65,87,38,72,57,10,44,61,46,56,26,9,1,70,45,36,91,83 49,57,0,94,42,85,45,48,56,6,77,65,1,5,73,15,7,69,60,8 85,55,6,35,1,98,27,42,74,83,24,61,45,36,19,70,77,44,15,69
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95 47,53,75,32,55,84,2,0,71,62,91,3,83,8,19,22,46,18,44,37 14,45,31,49,96,87,34,6,56,50,37,85,90,21,12,28,83,17,80,35 68,15,71,35,64,43,79,27,18,3,76,39,86,96,83,75,74,9,45,82 69,91,19,55,47,18,11,42,53,24,89,14,36,10,87,92,31,73,12,77
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61 4,57,47,48,83,25,42,92,16,7,23,50,56,88,6,31,15,65,66,54 47,77,92,57,0,37,25,56,64,2,36,3,67,91,90,74,24,1,7,55 34,47,91,92,14,27,36,98,28,96,88,26,1,51,7,77,18,69,44,12 10,55,12,27,36,91,77,24,57,34,54,94,73,65,26,61,46,42,25,90
